,contact_type,contact_class_score_diff,contact_id,counter,delay,msg_delay,msg_delay_stamps
488,0,26,2,2,1,137,115
489,0,147,0,2,1,125,107
490,1,22,1,2,1,116,98
491,0,147,2,2,1,111,98
492,0,147,1,2,1,101,88
493,0,147,0,2,1,92,79
494,1,22,0,2,0,71,71
495,0,26,2,2,0,61,61
496,0,26,1,2,0,69,61
497,0,147,1,2,0,60,52
498,0,147,2,2,0,50,42
499,0,26,1,2,0,45,42
500,0,51,1,2,0,36,33
501,0,147,1,3,0,77,77
502,0,147,0,2,0,27,24
503,0,147,3,3,0,67,67
504,0,26,2,3,2,176,59
505,0,147,2,3,2,167,50
506,0,91,1,3,2,153,40
507,0,147,0,3,2,140,32
508,0,26,2,3,2,144,31
509,0,147,0,3,2,75,32
510,0,147,2,3,2,131,23
511,0,147,2,3,2,66,23
512,1,22,0,3,2,121,13
513,0,118,3,3,0,13,13
514,1,22,0,3,2,56,13
515,0,147,0,3,0,4,4
516,0,147,2,2,2,1067,1014
517,0,147,2,2,2,1053,1004
518,0,118,3,2,2,1057,1004
519,0,26,2,2,2,1044,995
520,0,147,0,2,2,1031,987
521,0,147,3,2,2,1021,977
522,0,51,1,2,2,1016,977
523,0,147,3,2,2,1007,968
524,0,147,1,2,2,997,958
525,0,147,3,2,2,992,958
526,1,22,0,2,2,983,949
527,0,147,1,2,1,970,941
528,0,147,2,2,1,960,931
529,0,91,3,2,1,951,922
530,1,22,1,2,1,946,922
531,0,147,1,2,1,937,913
532,0,147,2,1,1,923,904
533,0,26,1,1,1,910,895
534,0,147,2,1,1,914,895
535,0,147,0,1,1,901,886
536,0,147,1,1,1,887,877
537,0,118,0,1,1,891,876
538,0,147,1,1,1,878,868
539,0,26,2,1,1,869,859
540,0,51,1,1,0,863,859
541,0,147,2,1,0,853,849
542,0,51,0,1,3,1121,885
543,0,147,2,1,3,1112,876
544,1,22,0,2,0,868,868
545,1,22,1,1,3,1103,867
546,0,147,0,2,0,858,858
547,0,147,0,2,0,849,849
548,0,147,1,1,3,1079,849
549,0,147,2,1,3,1070,840
550,0,147,0,1,3,1057,831
551,0,26,2,1,3,1060,830
552,0,147,2,1,3,1048,822
553,1,22,0,1,3,1039,813
554,0,147,0,1,3,1024,803
555,0,147,2,1,3,1015,794
556,0,147,2,1,3,1006,785
557,0,147,3,2,0,785,785
558,0,147,0,2,0,775,775
559,0,147,2,2,0,766,766
560,1,22,0,2,0,757,757
561,0,147,2,1,3,965,758
562,0,26,2,1,3,955,748
563,0,147,2,1,3,946,739
564,0,147,2,1,3,931,729
565,1,22,0,1,3,936,729
566,0,147,0,1,3,922,720
567,0,147,2,1,3,913,711
568,0,147,2,3,1,726,702
569,0,147,2,3,1,726,702
570,0,147,0,3,1,717,693
571,0,147,0,3,1,717,693
572,0,147,2,3,1,708,684
573,0,147,0,2,0,684,684
574,0,147,2,3,1,708,684
575,1,22,0,2,0,674,674
576,0,147,0,2,0,665,665
577,0,147,2,3,1,675,657
578,0,118,3,0,1,517,498
579,0,118,3,0,1,517,498
580,0,147,1,1,1,558,540
581,0,147,0,0,1,508,489
582,0,147,0,0,1,508,489
583,0,26,1,1,1,545,531
584,1,22,0,1,1,548,530
585,0,147,0,1,1,536,522
586,0,147,0,1,1,512,503
587,0,147,2,1,1,503,494
588,0,118,0,1,1,494,485
589,0,147,1,0,0,485,485
590,0,147,1,0,0,475,475
591,0,26,1,0,0,466,466
592,0,118,3,0,0,470,467
593,0,147,0,0,0,461,458
594,0,147,2,2,0,507,507
595,0,147,2,2,0,498,498
596,0,147,1,1,3,714,479
597,0,147,2,1,3,705,470
598,0,91,0,1,3,692,462
599,0,26,2,1,3,696,461
600,0,91,1,1,3,682,452
601,1,22,0,1,3,673,443
602,0,26,2,2,0,443,443
603,0,147,2,2,0,433,433
604,0,147,0,1,3,650,425
605,1,22,0,1,3,641,416
606,0,51,2,1,3,636,416
607,0,147,0,1,3,626,406
608,0,147,2,1,3,617,397
609,0,147,0,1,3,612,397
610,1,22,0,1,3,603,388
611,0,147,2,2,0,379,379
612,0,51,1,1,3,593,378
613,0,147,2,2,0,370,370
614,0,147,1,2,0,361,361
615,0,26,2,1,3,571,361
616,0,147,2,1,3,561,351
617,0,147,0,1,3,548,343
618,0,91,3,0,3,535,334
619,0,147,1,1,3,539,334
620,0,53,1,0,3,525,324
621,0,147,0,0,3,516,315
622,0,147,1,2,0,315,315
623,0,26,2,2,0,306,306
624,0,51,0,2,0,296,296
625,1,22,1,2,1,315,297
626,1,22,1,2,1,315,297
627,0,147,3,2,1,306,288
628,0,147,3,2,1,306,288
629,0,26,2,2,1,292,278
630,0,118,3,2,1,296,278
631,0,118,3,2,1,296,278
632,0,118,0,2,1,283,269
633,0,147,0,2,1,270,261
634,0,26,2,2,1,260,251
635,0,26,1,2,0,242,242
636,0,147,2,2,0,233,233
637,0,147,3,2,0,228,224
638,0,51,0,2,0,219,215
639,0,147,2,0,2,408,267
640,0,147,0,0,2,399,258
641,0,147,3,0,2,385,249
642,1,22,0,0,2,389,248
643,0,147,2,0,2,376,240
644,0,147,2,0,2,367,231
645,0,118,1,0,2,352,221
646,0,91,0,0,2,340,213
647,0,147,2,0,2,343,212
648,0,147,0,0,2,330,203
649,0,51,2,0,2,321,194
650,0,118,1,0,2,312,194
651,0,147,2,0,2,303,185
652,0,118,0,0,2,293,175
653,0,147,2,0,2,280,234
654,0,118,3,0,2,271,225
655,0,147,1,0,0,279,275
656,0,147,0,0,2,262,216
657,0,147,1,0,0,269,265
658,0,118,3,1,0,316,316
659,0,91,1,0,0,260,256
660,0,118,2,1,0,307,307
661,0,147,1,1,0,297,297
662,1,22,0,3,2,346,289
663,0,26,1,3,2,337,280
664,0,147,0,3,2,327,270
665,0,147,2,3,2,322,270
666,1,22,0,3,2,313,261
667,0,147,0,1,0,253,253
668,0,53,1,3,2,304,252
669,0,147,2,1,0,243,243
670,0,118,3,1,0,234,234
671,0,51,1,2,2,282,235
672,0,147,1,2,2,272,225
673,0,118,0,2,2,258,216
674,1,22,0,1,0,207,207
675,0,93,1,2,2,249,207
676,0,91,2,1,0,197,197
677,0,147,2,1,0,188,188
678,0,51,1,1,3,269,75
679,0,147,2,0,3,256,67
680,0,91,3,0,3,230,57
681,0,51,1,0,3,217,48
682,0,26,0,0,3,221,48
683,0,118,0,0,3,208,39
684,0,51,1,0,3,198,29
685,0,118,3,0,2,193,84
686,0,147,2,0,2,184,75
687,0,118,3,0,1,185,176
688,0,147,2,0,1,158,126
689,0,147,3,0,1,176,167
690,0,51,2,0,1,148,116
691,0,147,2,0,0,159,159
692,0,147,1,0,1,167,158
693,0,51,1,0,0,149,149
694,0,51,2,0,0,152,149
695,0,51,1,0,0,143,140
696,0,147,1,0,0,134,131
697,0,147,1,2,0,163,163
698,1,22,0,2,0,153,153
699,0,147,2,3,2,202,145
700,0,51,1,2,0,144,144
701,0,147,0,3,2,192,135
702,0,147,2,3,2,178,126
703,0,51,1,3,2,169,117
704,0,147,0,3,2,164,117
705,0,147,0,3,2,154,107
706,0,118,3,2,0,99,99
707,0,147,1,3,2,145,98
708,0,147,1,2,0,90,90
709,0,118,0,3,2,122,80
710,0,147,2,2,2,109,72
711,0,147,3,2,3,427,172
712,0,147,3,3,2,113,71
713,0,122,1,2,2,100,63
714,0,147,0,2,3,418,163
715,1,22,0,2,2,90,53
716,0,118,3,2,1,85,53
717,0,147,0,2,1,76,44
718,0,147,1,2,0,35,35
719,0,147,2,2,1,67,35
720,0,147,3,2,0,25,25
721,0,26,1,2,1,44,17
722,0,147,1,2,1,35,8
723,0,147,1,1,1,640,626
724,0,118,1,1,1,627,618
725,0,147,1,1,1,618,609
726,1,22,0,1,0,603,599
727,0,147,1,1,0,594,590
728,0,147,2,2,0,636,636
729,0,147,1,2,0,627,627
730,0,91,0,2,3,874,619
731,0,147,2,2,3,864,609
732,0,147,1,2,0,564,564
733,0,51,1,2,3,855,600
734,0,147,0,1,3,847,592
735,0,147,2,2,0,554,554
736,0,26,2,2,3,846,591
737,0,147,0,1,3,837,582
738,1,22,0,1,3,828,573
739,0,51,1,1,3,800,545
740,0,51,2,1,3,792,537
741,0,147,0,1,3,791,536
742,0,147,1,1,3,782,527
743,0,93,0,2,0,500,500
744,0,147,2,1,3,773,518
745,1,22,0,1,3,773,518
746,0,118,2,2,0,491,491
747,0,147,1,1,3,764,509
748,0,118,1,1,3,754,499
749,0,147,2,1,3,737,482
750,0,147,2,1,3,727,472
751,0,118,3,1,3,719,464
752,0,147,0,1,3,709,454
753,0,147,2,1,3,709,454
754,0,147,2,1,3,700,445
755,0,26,1,2,0,436,436
756,0,147,3,1,3,691,436
757,0,147,2,2,0,426,426
758,0,147,3,0,3,652,418
759,0,147,2,2,0,417,417
760,0,118,3,0,3,643,409
761,0,147,1,0,3,628,399
762,0,147,2,0,3,619,390
763,0,118,3,2,0,385,382
764,0,118,3,0,3,606,382
765,0,118,1,0,3,610,381
766,0,118,3,2,0,385,382
767,0,91,0,2,0,375,372
768,0,91,0,0,3,596,372
769,0,91,0,2,0,375,372
770,0,147,2,0,3,581,416
771,0,118,3,0,2,567,467
772,1,22,0,0,3,572,407
773,0,26,1,0,2,557,457
774,0,147,0,0,2,548,448
775,0,147,1,0,1,527,508
776,0,147,1,0,1,527,508
777,0,91,1,1,1,567,549
778,0,147,3,3,2,647,588
779,0,51,1,3,2,634,580
780,0,91,3,3,2,638,579
781,0,51,1,3,2,624,570
782,0,118,0,2,0,561,561
783,0,147,2,3,2,602,553
784,0,51,1,2,0,552,552
785,0,147,2,3,2,592,543
786,0,147,1,3,2,583,534
787,0,147,3,3,2,578,534
788,0,51,1,3,2,569,525
789,0,26,0,3,2,550,515
790,0,147,2,0,0,24,24
791,0,147,3,1,1,42,24
792,0,118,0,0,0,23,23
793,0,147,2,1,1,33,15
794,0,118,1,1,1,24,6
795,0,147,3,1,1,19,6
796,0,147,3,3,2,517,482
797,0,91,3,2,0,474,474
798,0,51,0,2,0,465,465
799,0,51,1,3,1,494,465
800,0,147,3,3,1,484,455
801,0,51,3,3,1,471,447
802,0,51,1,3,1,475,446
803,0,51,1,3,2,75,18
804,0,147,1,3,2,65,8
805,0,147,2,3,1,438,414
806,0,147,3,2,0,405,405
807,0,147,3,3,1,416,397
808,0,147,2,2,0,396,396
809,0,51,1,3,1,406,387
810,0,91,0,3,1,397,378
811,0,51,1,2,1,392,378
812,0,147,1,2,1,383,369
813,0,91,3,2,1,369,360
814,0,26,2,2,1,373,359
815,0,26,1,2,1,360,351
816,0,147,1,2,1,351,342
817,0,147,3,2,0,342,342
818,0,91,3,2,0,337,333
819,1,22,0,2,0,332,332
820,0,51,0,2,0,328,324
821,0,147,2,2,0,319,315
822,0,147,3,3,2,421,368
823,0,51,3,3,2,411,358
824,0,26,1,3,2,397,349
825,0,147,3,3,2,387,339
826,1,22,0,3,2,374,331
827,0,147,2,3,0,322,322
828,0,51,0,3,2,365,322
829,0,147,1,3,0,312,312
830,0,51,1,3,2,342,304
831,0,91,3,3,0,303,303
832,0,147,3,3,2,333,295
833,0,147,3,3,2,318,285
834,0,26,2,3,2,309,276
835,1,22,0,3,1,304,276
836,0,147,3,3,1,295,267
837,0,147,3,3,0,258,258
838,1,22,0,3,0,249,249
839,0,118,3,3,1,272,249
840,0,147,2,3,1,263,240
841,0,118,0,3,1,249,231
842,0,147,3,3,1,253,230
843,0,51,1,3,1,240,222
844,0,118,3,3,1,235,222
845,0,147,3,3,1,226,213
846,0,147,3,3,0,203,203
847,0,147,0,3,1,216,203
848,0,91,3,3,0,203,195
849,0,91,2,3,0,194,194
850,0,147,2,3,0,193,185
851,0,147,3,3,0,184,176
852,0,147,0,3,0,179,176
853,0,118,2,1,3,460,221
854,1,22,0,3,0,170,167
855,0,147,2,1,3,450,211
856,0,147,3,1,3,437,203
857,0,147,0,1,3,441,202
858,1,22,0,1,3,428,194
859,0,51,2,1,3,423,194
860,0,51,0,1,3,413,184
861,0,147,0,1,3,404,175
862,0,147,3,1,3,399,175
863,0,118,3,1,3,390,166
864,1,22,0,1,3,385,167
865,0,51,0,1,3,375,157
866,0,147,3,1,3,361,148
867,0,147,1,1,3,366,148
868,0,51,2,1,3,352,139
869,0,26,1,1,3,339,130
870,0,147,2,1,3,330,121
871,0,147,1,1,3,325,121
872,0,51,1,1,3,316,112
873,0,51,0,1,3,302,103
874,0,51,1,1,3,306,102
875,0,147,3,1,3,293,94
876,0,51,2,1,3,278,84
877,0,147,3,0,3,265,76
878,1,22,0,0,3,249,86
879,0,91,1,0,3,239,76
880,1,22,0,0,3,208,59
881,1,22,0,0,3,213,59
882,0,147,3,0,3,198,49
883,0,147,3,0,3,203,49
884,0,147,1,0,3,185,40
885,0,51,3,0,2,172,32
886,1,22,0,0,3,176,31
887,0,147,3,0,2,162,22
888,0,147,0,0,2,153,13
889,0,147,3,0,2,139,69
890,0,91,3,0,2,130,60
891,0,118,2,0,0,115,110
892,0,147,3,0,0,106,101
893,0,147,2,1,0,152,152
894,0,147,2,1,0,142,142
895,0,26,0,2,2,185,143
896,0,147,3,2,2,176,134
897,1,22,0,2,2,167,125
898,0,147,2,2,2,162,125
899,0,118,2,2,2,152,115
900,0,118,0,2,1,139,107
901,1,22,0,2,1,129,97
902,0,91,0,1,0,88,88
903,0,147,1,1,0,79,79
904,0,147,3,1,1,102,79
905,0,51,1,1,1,92,69
906,0,147,3,1,1,79,61
907,0,51,1,1,1,83,60
908,0,147,2,1,1,70,52
909,0,147,3,1,1,65,52
910,1,22,0,2,3,529,324
911,0,147,2,1,1,55,42
912,0,147,2,2,3,520,315
913,0,147,3,1,0,34,34
914,0,51,1,1,1,46,33
915,0,26,1,2,3,510,305
916,0,147,3,1,0,25,25
917,0,91,3,1,0,23,15
918,0,51,2,1,0,14,6
919,0,51,0,1,0,9,6
920,0,147,0,0,2,783,672
921,0,91,2,0,2,770,663
922,1,22,0,0,2,773,662
923,0,51,0,0,2,761,654
924,0,118,0,0,2,746,644
925,1,22,0,0,2,737,635
926,0,51,1,0,2,725,636
927,0,147,2,0,2,716,627
928,0,147,1,0,2,701,617
929,0,147,3,0,2,706,617
930,0,118,3,0,1,688,666
931,0,147,2,0,2,692,608
932,0,147,2,0,1,679,657
933,0,147,1,0,1,669,647
934,0,147,3,0,0,706,706
935,0,51,1,0,0,697,697
936,0,147,3,1,1,711,689
937,0,147,3,1,1,697,679
938,0,118,2,1,1,701,679
939,0,147,2,2,3,308,53
940,0,91,3,2,3,299,44
941,0,51,1,1,1,688,670
942,0,51,2,2,3,298,43
943,0,147,3,2,3,290,35
944,0,26,0,1,1,675,662
945,0,118,0,1,3,281,26
946,0,147,2,2,3,281,26
947,0,118,0,1,1,665,652
948,0,147,2,1,0,652,652
949,0,51,1,1,3,271,16
950,0,147,2,1,3,263,8
951,0,118,3,1,0,643,643
952,0,147,2,0,0,27,27
953,0,26,0,0,0,26,26
954,0,147,2,1,1,45,27
955,0,147,2,1,1,45,27
956,0,147,3,1,1,36,18
957,0,147,3,1,1,36,18
958,0,147,2,1,1,26,8
959,1,22,0,1,1,21,8
960,0,147,2,1,1,26,8
961,0,26,0,1,0,602,602
962,0,147,1,1,0,593,593
963,0,147,3,1,0,601,593
964,0,51,1,1,0,587,584
965,0,147,2,1,0,591,583
966,0,147,2,1,0,578,575
967,0,4,0,1,0,569,566
968,0,147,3,2,0,623,623
969,0,147,1,2,0,609,609
970,0,91,3,3,2,724,607
971,0,26,0,1,3,154,3
972,0,91,3,3,2,724,607
973,0,51,2,1,3,153,2
974,0,147,1,1,3,148,2
975,0,26,0,3,2,656,597
976,0,147,2,3,2,714,597
977,0,147,2,3,2,714,597
